state,date,confirmed,deaths,cured,daily_new_cases,totalsamples,positive,positive_test_rate,total_doses_administered,population,vaccination_rate,case_fatality_rate,risk_level,active_cases,day_of_week
Nagaland,10-03-2021,"12,217",91,"12,108",0,"132,779","3,558",2.68,"39,702","2,249,695",1.76,0.74,Low Risk,18,Wednesday
Nagaland,11-03-2021,"12,217",91,"12,108",0,"133,252","3,558",2.67,"40,079","2,249,695",1.78,0.74,Low Risk,18,Thursday
Nagaland,12-03-2021,"12,217",91,"12,116",0,"133,437","3,558",2.67,"40,999","2,249,695",1.82,0.74,Low Risk,10,Friday
Nagaland,13-03-2021,"12,221",91,"12,120",4,"133,696","3,558",2.66,"41,434","2,249,695",1.84,0.74,Low Risk,10,Saturday
Nagaland,14-03-2021,"12,225",91,"12,120",4,"133,812","3,558",2.66,"41,574","2,249,695",1.85,0.74,Low Risk,14,Sunday
Nagaland,15-03-2021,"12,225",91,"12,120",0,"133,942","3,558",2.66,"44,529","2,249,695",1.98,0.74,Low Risk,14,Monday
Nagaland,16-03-2021,"12,225",91,"12,120",0,"134,241","3,558",2.65,"53,973","2,249,695",2.40,0.74,Low Risk,14,Tuesday
Nagaland,17-03-2021,"12,225",91,"12,120",0,"134,419","3,558",2.65,"56,257","2,249,695",2.50,0.74,Low Risk,14,Wednesday
Nagaland,18-03-2021,"12,225",91,"12,127",0,"134,580","3,558",2.64,"58,558","2,249,695",2.60,0.74,Low Risk,7,Thursday
Nagaland,19-03-2021,"12,225",91,"12,127",0,"134,721","3,558",2.64,"60,026","2,249,695",2.67,0.74,Low Risk,7,Friday
Nagaland,20-03-2021,"12,225",91,"12,132",0,"134,822","3,558",2.64,"60,616","2,249,695",2.69,0.74,Low Risk,2,Saturday
Nagaland,21-03-2021,"12,225",91,"12,132",0,"134,886","3,558",2.64,"60,847","2,249,695",2.70,0.74,Low Risk,2,Sunday
Nagaland,22-03-2021,"12,225",91,"12,132",0,"134,968","3,558",2.64,"65,231","2,249,695",2.90,0.74,Low Risk,2,Monday
Nagaland,23-03-2021,"12,225",91,"12,132",0,"135,304","3,558",2.63,"68,921","2,249,695",3.06,0.74,Low Risk,2,Tuesday
Nagaland,24-03-2021,"12,225",91,"12,132",0,"135,549","3,558",2.62,"71,113","2,249,695",3.16,0.74,Low Risk,2,Wednesday
Nagaland,25-03-2021,"12,226",91,"12,133",1,"135,646","3,558",2.62,"73,282","2,249,695",3.26,0.74,Low Risk,2,Thursday
Nagaland,26-03-2021,"12,229",92,"12,133",3,"135,648","3,558",2.62,"73,861","2,249,695",3.28,0.75,Low Risk,4,Friday
Nagaland,27-03-2021,"12,229",92,"12,133",0,"135,859","3,558",2.62,"74,090","2,249,695",3.29,0.75,Low Risk,4,Saturday
Nagaland,28-03-2021,"12,229",92,"12,133",0,"135,936","3,558",2.62,"74,120","2,249,695",3.29,0.75,Low Risk,4,Sunday
Nagaland,29-03-2021,"12,230",92,"12,134",1,"135,981","3,558",2.62,"74,228","2,249,695",3.30,0.75,Low Risk,4,Monday
Nagaland,30-03-2021,"12,233",92,"12,134",3,"136,126","3,558",2.61,"77,812","2,249,695",3.46,0.75,Low Risk,7,Tuesday
Nagaland,31-03-2021,"12,233",92,"12,134",0,"136,361","3,558",2.61,"79,927","2,249,695",3.55,0.75,Low Risk,7,Wednesday
Nagaland,01-04-2021,"12,340",92,"12,136",107,"136,586","3,558",2.60,"81,935","2,249,695",3.64,0.75,Low Risk,112,Thursday
Nagaland,02-04-2021,"12,345",92,"12,138",5,"136,754","3,558",2.60,"82,335","2,249,695",3.66,0.75,Low Risk,115,Friday
Nagaland,03-04-2021,"12,361",92,"12,138",16,"136,843","3,558",2.60,"82,476","2,249,695",3.67,0.74,Low Risk,131,Saturday
Nagaland,04-04-2021,"12,362",92,"12,138",1,"137,007","3,558",2.60,"82,573","2,249,695",3.67,0.74,Low Risk,132,Sunday
Nagaland,05-04-2021,"12,363",92,"12,138",1,"137,112","3,558",2.59,"85,256","2,249,695",3.79,0.74,Low Risk,133,Monday
Nagaland,06-04-2021,"12,365",92,"12,138",2,"137,282","3,558",2.59,"87,452","2,249,695",3.89,0.74,Low Risk,135,Tuesday
Nagaland,07-04-2021,"12,365",92,"12,140",0,"137,507","3,558",2.59,"93,357","2,249,695",4.15,0.74,Low Risk,133,Wednesday
Nagaland,08-04-2021,"12,376",92,"12,143",11,"137,712","3,558",2.58,"97,862","2,249,695",4.35,0.74,Low Risk,141,Thursday
Nagaland,09-04-2021,"12,381",92,"12,143",5,"137,712","3,558",2.58,"100,533","2,249,695",4.47,0.74,Low Risk,146,Friday
Nagaland,10-04-2021,"12,388",92,"12,150",7,"138,300","3,558",2.57,"101,480","2,249,695",4.51,0.74,Low Risk,146,Saturday
Nagaland,11-04-2021,"12,400",92,"12,152",12,"138,515","3,558",2.57,"105,837","2,249,695",4.70,0.74,Low Risk,156,Sunday
Nagaland,12-04-2021,"12,405",93,"12,155",5,"138,701","3,558",2.57,"113,933","2,249,695",5.06,0.75,Low Risk,157,Monday
Nagaland,13-04-2021,"12,416",93,"12,156",11,"138,968","3,558",2.56,"120,848","2,249,695",5.37,0.75,Low Risk,167,Tuesday
Nagaland,14-04-2021,"12,427",93,"12,160",11,"139,312","3,558",2.55,"128,130","2,249,695",5.70,0.75,Low Risk,174,Wednesday
Nagaland,15-04-2021,"12,440",93,"12,263",13,"139,558","3,558",2.55,"133,050","2,249,695",5.91,0.75,Low Risk,84,Thursday
Nagaland,16-04-2021,"12,482",93,"12,267",42,"139,828","3,558",2.54,"137,621","2,249,695",6.12,0.75,Low Risk,122,Friday
Nagaland,17-04-2021,"12,504",94,"12,271",22,"140,194","3,558",2.54,"139,052","2,249,695",6.18,0.75,Low Risk,139,Saturday
Nagaland,18-04-2021,"12,536",94,"12,275",32,"140,449","3,558",2.53,"140,107","2,249,695",6.23,0.75,Low Risk,167,Sunday
Nagaland,19-04-2021,"12,555",94,"12,285",19,"140,601","3,558",2.53,"148,682","2,249,695",6.61,0.75,Low Risk,176,Monday
Nagaland,20-04-2021,"12,568",94,"12,285",13,"141,093","3,558",2.52,"155,195","2,249,695",6.90,0.75,Low Risk,189,Tuesday
Nagaland,21-04-2021,"12,650",94,"12,299",82,"141,806","3,558",2.51,"162,415","2,249,695",7.22,0.74,Low Risk,257,Wednesday
Nagaland,22-04-2021,"12,747",94,"12,306",97,"142,072","3,558",2.50,"169,219","2,249,695",7.52,0.74,Low Risk,347,Thursday
Nagaland,23-04-2021,"12,800",94,"12,322",53,"142,528","3,558",2.50,"171,602","2,249,695",7.63,0.73,Low Risk,384,Friday
Nagaland,24-04-2021,"12,889",94,"12,338",89,"143,272","3,558",2.48,"172,279","2,249,695",7.66,0.73,Low Risk,457,Saturday
Nagaland,25-04-2021,"13,003",95,"12,350",114,"143,918","3,558",2.47,"172,649","2,249,695",7.67,0.73,Low Risk,558,Sunday
Nagaland,26-04-2021,"13,183",98,"12,406",180,"144,226","3,558",2.47,"178,198","2,249,695",7.92,0.74,Low Risk,679,Monday
Nagaland,27-04-2021,"13,238",98,"12,413",55,"144,871","3,558",2.46,"183,201","2,249,695",8.14,0.74,Low Risk,727,Tuesday
Nagaland,28-04-2021,"13,445",99,"12,472",207,"145,547","3,558",2.44,"189,590","2,249,695",8.43,0.74,Low Risk,874,Wednesday
Nagaland,29-04-2021,"13,569",100,"12,516",124,"146,190","3,558",2.43,"195,428","2,249,695",8.69,0.74,Low Risk,953,Thursday
Nagaland,30-04-2021,"13,750",100,"12,577",181,"146,937","3,558",2.42,"198,817","2,249,695",8.84,0.73,Low Risk,"1,073",Friday
Nagaland,01-05-2021,"13,976",104,"12,611",226,"147,577","3,558",2.41,"199,845","2,249,695",8.88,0.74,Low Risk,"1,261",Saturday
Nagaland,02-05-2021,"14,134",107,"12,674",158,"148,118","3,558",2.40,"200,279","2,249,695",8.90,0.76,Low Risk,"1,353",Sunday
Nagaland,03-05-2021,"14,350",109,"12,712",216,"148,556","3,558",2.40,"205,316","2,249,695",9.13,0.76,Low Risk,"1,529",Monday
Nagaland,04-05-2021,"14,451",115,"12,752",101,"148,556","3,558",2.40,"209,918","2,249,695",9.33,0.80,Low Risk,"1,584",Tuesday
Nagaland,05-05-2021,"14,717",118,"12,801",266,"150,142","3,558",2.37,"213,511","2,249,695",9.49,0.80,Low Risk,"1,798",Wednesday
Nagaland,06-05-2021,"15,004",118,"12,848",287,"151,050","3,558",2.36,"216,162","2,249,695",9.61,0.79,Low Risk,"2,038",Thursday
Nagaland,07-05-2021,"15,271",121,"12,905",267,"151,718","3,558",2.35,"218,384","2,249,695",9.71,0.79,Low Risk,"2,245",Friday
Nagaland,08-05-2021,"15,580",122,"13,025",309,"163,892","3,558",2.17,"218,617","2,249,695",9.72,0.78,Low Risk,"2,433",Saturday
Nagaland,09-05-2021,"15,913",137,"13,065",333,"165,028","3,558",2.16,"219,061","2,249,695",9.74,0.86,Low Risk,"2,711",Sunday
Nagaland,10-05-2021,"16,150",140,"13,201",237,"165,550","3,558",2.15,"223,069","2,249,695",9.92,0.87,Low Risk,"2,809",Monday
Nagaland,11-05-2021,"16,283",150,"13,249",133,"166,895","3,558",2.13,"226,669","2,249,695",10.08,0.92,Low Risk,"2,884",Tuesday
Nagaland,12-05-2021,"16,552",156,"13,315",269,"168,633","3,558",2.11,"229,033","2,249,695",10.18,0.94,Low Risk,"3,081",Wednesday
Nagaland,13-05-2021,"16,890",165,"13,428",338,"170,119","3,558",2.09,"232,245","2,249,695",10.32,0.98,Low Risk,"3,297",Thursday
Nagaland,14-05-2021,"17,256",177,"13,528",366,"171,234","3,558",2.08,"233,433","2,249,695",10.38,1.03,Low Risk,"3,551",Friday
Nagaland,15-05-2021,"17,531",190,"13,600",275,"172,161","3,558",2.07,"233,825","2,249,695",10.39,1.08,Low Risk,"3,741",Saturday
Nagaland,16-05-2021,"17,835",196,"13,654",304,"173,084","3,558",2.06,"234,090","2,249,695",10.41,1.10,Low Risk,"3,985",Sunday
Nagaland,17-05-2021,"18,076",209,"13,767",241,"174,303","3,558",2.04,"238,157","2,249,695",10.59,1.16,Low Risk,"4,100",Monday
Nagaland,18-05-2021,"18,349",216,"13,880",273,"176,026","3,558",2.02,"243,561","2,249,695",10.83,1.18,Low Risk,"4,253",Tuesday
Nagaland,19-05-2021,"18,714",228,"14,079",365,"177,472","3,558",2.00,"245,648","2,249,695",10.92,1.22,Low Risk,"4,407",Wednesday
Nagaland,20-05-2021,"18,958",234,"14,298",244,"179,511","3,558",1.98,"246,683","2,249,695",10.97,1.23,Low Risk,"4,426",Thursday
Nagaland,21-05-2021,"19,284",245,"14,520",326,"181,052","3,558",1.97,"247,243","2,249,695",10.99,1.27,Low Risk,"4,519",Friday
Nagaland,22-05-2021,"19,593",258,"14,747",309,"182,509","3,558",1.95,"247,345","2,249,695",10.99,1.32,Low Risk,"4,588",Saturday
Nagaland,23-05-2021,"19,845",271,"14,967",252,"183,703","3,558",1.94,"247,513","2,249,695",11.00,1.37,Low Risk,"4,607",Sunday
Nagaland,24-05-2021,"20,068",285,"15,105",223,"184,709","3,558",1.93,"253,384","2,249,695",11.26,1.42,Low Risk,"4,678",Monday
Nagaland,25-05-2021,"20,259",297,"15,248",191,"185,746","3,558",1.92,"259,736","2,249,695",11.55,1.47,Low Risk,"4,714",Tuesday
Nagaland,26-05-2021,"20,535",315,"15,414",276,"185,944","3,558",1.91,"260,721","2,249,695",11.59,1.53,Low Risk,"4,806",Wednesday
Nagaland,27-05-2021,"20,795",327,"15,545",260,"188,446","3,558",1.89,"261,506","2,249,695",11.62,1.57,Low Risk,"4,923",Thursday
Nagaland,28-05-2021,"21,023",338,"15,744",228,"189,650","3,558",1.88,"262,228","2,249,695",11.66,1.61,Low Risk,"4,941",Friday
Nagaland,29-05-2021,"21,215",343,"15,882",192,"190,696","3,558",1.87,"262,488","2,249,695",11.67,1.62,Low Risk,"4,990",Saturday
Nagaland,30-05-2021,"21,371",350,"16,039",156,"191,564","3,558",1.86,"262,571","2,249,695",11.67,1.64,Low Risk,"4,982",Sunday
Nagaland,31-05-2021,"21,563",363,"16,151",192,"192,253","3,558",1.85,"268,922","2,249,695",11.95,1.68,Low Risk,"5,049",Monday
Nagaland,01-06-2021,"21,680",376,"16,370",117,"193,465","3,558",1.84,"274,959","2,249,695",12.22,1.73,Low Risk,"4,934",Tuesday
Nagaland,02-06-2021,"21,854",385,"16,744",174,"194,525","3,558",1.83,"277,162","2,249,695",12.32,1.76,Low Risk,"4,725",Wednesday
Nagaland,03-06-2021,"22,072",399,"16,841",218,"195,893","3,558",1.82,"279,796","2,249,695",12.44,1.81,Low Risk,"4,832",Thursday
Nagaland,04-06-2021,"22,240",404,"17,125",168,"197,054","3,558",1.81,"281,682","2,249,695",12.52,1.82,Low Risk,"4,711",Friday
Nagaland,05-06-2021,"22,387",416,"17,276",147,"198,514","3,558",1.79,"281,890","2,249,695",12.53,1.86,Low Risk,"4,695",Saturday
Nagaland,06-06-2021,"22,696",422,"17,455",309,"199,356","3,558",1.78,"282,481","2,249,695",12.56,1.86,Low Risk,"4,819",Sunday
Nagaland,07-06-2021,"22,773",426,"17,615",77,"200,370","3,558",1.78,"291,666","2,249,695",12.96,1.87,Low Risk,"4,732",Monday
Nagaland,08-06-2021,"22,918",429,"17,786",145,"201,474","3,558",1.77,"301,511","2,249,695",13.40,1.87,Low Risk,"4,703",Tuesday
Nagaland,09-06-2021,"23,051",432,"17,943",133,"202,694","3,558",1.76,"312,189","2,249,695",13.88,1.87,Low Risk,"4,676",Wednesday
Nagaland,10-06-2021,"23,237",435,"18,909",186,"203,922","3,558",1.74,"320,312","2,249,695",14.24,1.87,Low Risk,"3,893",Thursday
Nagaland,11-06-2021,"23,350",441,"19,032",113,"205,449","3,558",1.73,"329,360","2,249,695",14.64,1.89,Low Risk,"3,877",Friday
Nagaland,12-06-2021,"23,466",445,"19,244",116,"206,708","3,558",1.72,"332,870","2,249,695",14.80,1.90,Low Risk,"3,777",Saturday
Nagaland,13-06-2021,"23,562",448,"19,481",96,"207,480","3,558",1.71,"336,121","2,249,695",14.94,1.90,Low Risk,"3,633",Sunday
Nagaland,14-06-2021,"23,644",453,"19,689",82,"208,616","3,558",1.71,"349,528","2,249,695",15.54,1.92,Low Risk,"3,502",Monday
Nagaland,15-06-2021,"23,753",456,"20,096",109,"209,989","3,558",1.69,"361,734","2,249,695",16.08,1.92,Low Risk,"3,201",Tuesday
Nagaland,16-06-2021,"23,854",459,"20,423",101,"211,133","3,558",1.69,"373,071","2,249,695",16.58,1.92,Low Risk,"2,972",Wednesday
Nagaland,17-06-2021,"23,965",461,"20,805",111,"212,164","3,558",1.68,"382,540","2,249,695",17.00,1.92,Low Risk,"2,699",Thursday
Nagaland,18-06-2021,"24,041",466,"21,207",76,"212,968","3,558",1.67,"392,226","2,249,695",17.43,1.94,Low Risk,"2,368",Friday
Nagaland,19-06-2021,"24,097",467,"21,571",56,"214,131","3,558",1.66,"395,022","2,249,695",17.56,1.94,Low Risk,"2,059",Saturday
Nagaland,20-06-2021,"24,191",468,"21,744",94,"214,966","3,558",1.66,"399,370","2,249,695",17.75,1.93,Low Risk,"1,979",Sunday
Nagaland,21-06-2021,"24,248",469,"21,889",57,"215,701","3,558",1.65,"409,572","2,249,695",18.21,1.93,Low Risk,"1,890",Monday
Nagaland,22-06-2021,"24,374",475,"22,055",126,"216,598","3,558",1.64,"419,911","2,249,695",18.67,1.95,Low Risk,"1,844",Tuesday
Nagaland,23-06-2021,"24,438",477,"22,204",64,"217,856","3,558",1.63,"430,786","2,249,695",19.15,1.95,Low Risk,"1,757",Wednesday
Nagaland,24-06-2021,"24,541",477,"22,486",103,"218,841","3,558",1.63,"440,810","2,249,695",19.59,1.94,Low Risk,"1,578",Thursday
Nagaland,25-06-2021,"24,629",479,"22,641",88,"220,061","3,558",1.62,"452,837","2,249,695",20.13,1.94,Low Risk,"1,509",Friday
Nagaland,26-06-2021,"24,759",481,"22,770",130,"221,528","3,558",1.61,"458,432","2,249,695",20.38,1.94,Low Risk,"1,508",Saturday
Nagaland,27-06-2021,"24,850",487,"22,876",91,"222,871","3,558",1.60,"462,512","2,249,695",20.56,1.96,Low Risk,"1,487",Sunday
Nagaland,28-06-2021,"24,961",487,"22,951",111,"223,839","3,558",1.59,"475,119","2,249,695",21.12,1.95,Low Risk,"1,523",Monday
Nagaland,29-06-2021,"25,017",493,"23,127",56,"225,047","3,558",1.58,"487,762","2,249,695",21.68,1.97,Low Risk,"1,397",Tuesday
Nagaland,30-06-2021,"25,111",493,"23,237",94,"226,675","3,558",1.57,"500,218","2,249,695",22.23,1.96,Low Risk,"1,381",Wednesday
Nagaland,01-07-2021,"25,239",495,"23,403",128,"227,838","3,558",1.56,"509,293","2,249,695",22.64,1.96,Low Risk,"1,341",Thursday
Nagaland,02-07-2021,"25,305",498,"23,486",66,"228,983","3,558",1.55,"518,347","2,249,695",23.04,1.97,Low Risk,"1,321",Friday
Nagaland,03-07-2021,"25,382",498,"23,604",77,"229,924","3,558",1.55,"520,859","2,249,695",23.15,1.96,Low Risk,"1,280",Saturday
Nagaland,04-07-2021,"25,451",499,"23,699",69,"231,031","3,558",1.54,"526,913","2,249,695",23.42,1.96,Low Risk,"1,253",Sunday
Nagaland,05-07-2021,"25,519",499,"23,786",68,"232,045","3,558",1.53,"538,942","2,249,695",23.96,1.96,Low Risk,"1,234",Monday
Nagaland,06-07-2021,"25,559",499,"23,868",40,"233,157","3,558",1.53,"552,125","2,249,695",24.54,1.95,Low Risk,"1,192",Tuesday
Nagaland,07-07-2021,"25,619",503,"23,982",60,"234,126","3,558",1.52,"564,970","2,249,695",25.11,1.96,Low Risk,"1,134",Wednesday
Nagaland,08-07-2021,"25,663",505,"24,088",44,"235,080","3,558",1.51,"575,372","2,249,695",25.58,1.97,Low Risk,"1,070",Thursday
Nagaland,09-07-2021,"25,727",505,"24,218",64,"236,087","3,558",1.51,"586,955","2,249,695",26.09,1.96,Low Risk,"1,004",Friday
Nagaland,10-07-2021,"25,787",507,"24,305",60,"237,493","3,558",1.50,"589,915","2,249,695",26.22,1.97,Low Risk,975,Saturday
Nagaland,11-07-2021,"25,898",507,"24,418",111,"238,622","3,558",1.49,"594,317","2,249,695",26.42,1.96,Low Risk,973,Sunday
Nagaland,12-07-2021,"25,976",507,"24,498",78,"239,298","3,558",1.49,"606,945","2,249,695",26.98,1.95,Low Risk,971,Monday
Nagaland,13-07-2021,"26,052",511,"24,582",76,"240,321","3,558",1.48,"618,772","2,249,695",27.50,1.96,Low Risk,959,Tuesday
Nagaland,14-07-2021,"26,140",514,"24,664",88,"241,262","3,558",1.47,"633,282","2,249,695",28.15,1.97,Low Risk,962,Wednesday
Nagaland,15-07-2021,"26,249",516,"24,716",109,"242,429","3,558",1.47,"643,785","2,249,695",28.62,1.97,Low Risk,"1,017",Thursday
Nagaland,16-07-2021,"26,381",516,"24,815",132,"244,460","3,558",1.46,"653,588","2,249,695",29.05,1.96,Low Risk,"1,050",Friday
Nagaland,17-07-2021,"26,476",519,"24,875",95,"245,476","3,558",1.45,"657,850","2,249,695",29.24,1.96,Low Risk,"1,082",Saturday
Nagaland,18-07-2021,"26,576",524,"24,940",100,"246,396","3,558",1.44,"665,218","2,249,695",29.57,1.97,Low Risk,"1,112",Sunday
Nagaland,19-07-2021,"26,682",528,"25,005",106,"247,348","3,558",1.44,"679,321","2,249,695",30.20,1.98,Low Risk,"1,149",Monday
Nagaland,20-07-2021,"26,744",530,"25,067",62,"249,126","3,558",1.43,"692,524","2,249,695",30.78,1.98,Low Risk,"1,147",Tuesday
Nagaland,21-07-2021,"26,838",532,"25,146",94,"250,113","3,558",1.42,"704,472","2,249,695",31.31,1.98,Low Risk,"1,160",Wednesday
Nagaland,22-07-2021,"26,943",535,"25,190",105,"251,281","3,558",1.42,"714,870","2,249,695",31.78,1.99,Low Risk,"1,218",Thursday
Nagaland,23-07-2021,"27,024",536,"25,251",81,"252,809","3,558",1.41,"724,280","2,249,695",32.19,1.98,Low Risk,"1,237",Friday
Nagaland,24-07-2021,"27,116",537,"25,328",92,"254,260","3,558",1.40,"727,512","2,249,695",32.34,1.98,Low Risk,"1,251",Saturday
Nagaland,25-07-2021,"27,240",538,"25,390",124,"255,277","3,558",1.39,"730,846","2,249,695",32.49,1.98,Low Risk,"1,312",Sunday
Nagaland,26-07-2021,"27,308",542,"25,481",68,"256,148","3,558",1.39,"739,944","2,249,695",32.89,1.98,Low Risk,"1,285",Monday
Nagaland,27-07-2021,"27,362",545,"25,561",54,"257,573","3,558",1.38,"747,478","2,249,695",33.23,1.99,Low Risk,"1,256",Tuesday
Nagaland,28-07-2021,"27,472",550,"25,606",110,"259,295","3,558",1.37,"753,720","2,249,695",33.50,2.00,Medium Risk,"1,316",Wednesday
Nagaland,29-07-2021,"27,586",552,"25,684",114,"260,759","3,558",1.36,"758,573","2,249,695",33.72,2.00,Medium Risk,"1,350",Thursday
Nagaland,30-07-2021,"27,653",556,"25,798",67,"262,267","3,558",1.36,"763,174","2,249,695",33.92,2.01,Medium Risk,"1,299",Friday
Nagaland,31-07-2021,"27,713",561,"25,878",60,"263,703","3,558",1.35,"765,106","2,249,695",34.01,2.02,Medium Risk,"1,274",Saturday
Nagaland,01-08-2021,"27,872",566,"25,977",159,"264,625","3,558",1.34,"767,610","2,249,695",34.12,2.03,Medium Risk,"1,329",Sunday
Nagaland,02-08-2021,"27,945",570,"26,031",73,"266,001","3,558",1.34,"772,311","2,249,695",34.33,2.04,Medium Risk,"1,344",Monday
Nagaland,03-08-2021,"28,004",574,"26,130",59,"267,471","3,558",1.33,"776,067","2,249,695",34.50,2.05,Medium Risk,"1,300",Tuesday
Nagaland,04-08-2021,"28,072",577,"26,234",68,"269,624","3,558",1.32,"779,573","2,249,695",34.65,2.06,Medium Risk,"1,261",Wednesday
Nagaland,05-08-2021,"28,217",579,"26,317",145,"272,115","3,558",1.31,"782,451","2,249,695",34.78,2.05,Medium Risk,"1,321",Thursday
Nagaland,06-08-2021,"28,335",581,"26,409",118,"274,036","3,558",1.30,"785,511","2,249,695",34.92,2.05,Medium Risk,"1,345",Friday
Nagaland,07-08-2021,"28,445",582,"26,493",110,"275,755","3,558",1.29,"786,795","2,249,695",34.97,2.05,Medium Risk,"1,370",Saturday
Nagaland,08-08-2021,"28,551",583,"26,570",106,"276,816","3,558",1.29,"787,394","2,249,695",35.00,2.04,Medium Risk,"1,398",Sunday
Nagaland,09-08-2021,"28,628",585,"26,663",77,"278,628","3,558",1.28,"791,508","2,249,695",35.18,2.04,Medium Risk,"1,380",Monday
Nagaland,10-08-2021,"28,709",585,"26,727",81,"280,777","3,558",1.27,"791,508","2,249,695",35.18,2.04,Medium Risk,"1,397",Tuesday
Nagaland,11-08-2021,"28,811",585,"26,852",102,"280,777","3,558",1.27,"791,508","2,249,695",35.18,2.03,Medium Risk,"1,374",Wednesday
Odisha,03-04-2020,5,0,0,1,"1,395",20,1.43,0,"46,356,334",0.00,0.00,Low Risk,5,Friday
Odisha,04-04-2020,5,0,0,0,"1,395",20,1.43,0,"46,356,334",0.00,0.00,Low Risk,5,Saturday
Odisha,05-04-2020,20,0,0,15,"1,395",20,1.43,0,"46,356,334",0.00,0.00,Low Risk,20,Sunday
Odisha,06-04-2020,21,0,2,1,"1,395",20,1.43,0,"46,356,334",0.00,0.00,Low Risk,19,Monday
Odisha,07-04-2020,42,1,2,21,"2,441",42,1.72,0,"46,356,334",0.00,2.38,Medium Risk,39,Tuesday
Odisha,08-04-2020,42,1,2,0,"2,441",42,1.72,0,"46,356,334",0.00,2.38,Medium Risk,39,Wednesday
Odisha,09-04-2020,42,1,2,0,"3,249",48,1.48,0,"46,356,334",0.00,2.38,Medium Risk,39,Thursday
Odisha,10-04-2020,44,1,2,2,"3,547",50,1.41,0,"46,356,334",0.00,2.27,Medium Risk,41,Friday
Odisha,11-04-2020,48,1,2,4,"3,551",51,1.44,0,"46,356,334",0.00,2.08,Medium Risk,45,Saturday
Odisha,12-04-2020,54,1,12,6,"3,862",54,1.40,0,"46,356,334",0.00,1.85,Low Risk,41,Sunday
Odisha,13-04-2020,54,1,12,0,"4,170",54,1.29,0,"46,356,334",0.00,1.85,Low Risk,41,Monday
Odisha,14-04-2020,55,1,18,1,"4,734",56,1.18,0,"46,356,334",0.00,1.82,Low Risk,36,Tuesday
Odisha,15-04-2020,60,1,18,5,"5,537",60,1.08,0,"46,356,334",0.00,1.67,Low Risk,41,Wednesday
Odisha,16-04-2020,60,1,18,0,"6,734",60,0.89,0,"46,356,334",0.00,1.67,Low Risk,41,Thursday
Odisha,17-04-2020,60,1,19,0,"7,577",60,0.79,0,"46,356,334",0.00,1.67,Low Risk,40,Friday
Odisha,18-04-2020,60,1,21,0,"8,619",60,0.70,0,"46,356,334",0.00,1.67,Low Risk,38,Saturday
Odisha,19-04-2020,61,1,24,1,"9,690",61,0.63,0,"46,356,334",0.00,1.64,Low Risk,36,Sunday
Odisha,20-04-2020,68,1,24,7,"10,641",68,0.64,0,"46,356,334",0.00,1.47,Low Risk,43,Monday
Odisha,21-04-2020,74,1,24,6,"11,748",79,0.67,0,"46,356,334",0.00,1.35,Low Risk,49,Tuesday
Odisha,22-04-2020,82,1,30,8,"13,775",83,0.60,0,"46,356,334",0.00,1.22,Low Risk,51,Wednesday
Odisha,23-04-2020,83,1,32,1,"15,984",89,0.56,0,"46,356,334",0.00,1.20,Low Risk,50,Thursday
Odisha,24-04-2020,90,1,33,7,"18,458",94,0.51,0,"46,356,334",0.00,1.11,Low Risk,56,Friday
Odisha,25-04-2020,94,1,33,4,"20,599",94,0.46,0,"46,356,334",0.00,1.06,Low Risk,60,Saturday
Odisha,26-04-2020,103,1,34,9,"22,816",103,0.45,0,"46,356,334",0.00,0.97,Low Risk,68,Sunday
Odisha,27-04-2020,108,1,35,5,"25,103",111,0.44,0,"46,356,334",0.00,0.93,Low Risk,72,Monday
Odisha,28-04-2020,118,1,37,10,"26,687",118,0.44,0,"46,356,334",0.00,0.85,Low Risk,80,Tuesday
Odisha,29-04-2020,119,1,38,1,"29,108",122,0.42,0,"46,356,334",0.00,0.84,Low Risk,80,Wednesday
Odisha,30-04-2020,128,1,39,9,"31,696",142,0.45,0,"46,356,334",0.00,0.78,Low Risk,88,Thursday
Odisha,01-05-2020,143,1,41,15,"34,133",149,0.44,0,"46,356,334",0.00,0.70,Low Risk,101,Friday
Odisha,02-05-2020,149,1,55,6,"36,593",157,0.43,0,"46,356,334",0.00,0.67,Low Risk,93,Saturday
Odisha,03-05-2020,160,1,56,11,"38,658",162,0.42,0,"46,356,334",0.00,0.63,Low Risk,103,Sunday
Odisha,04-05-2020,163,1,60,3,"41,128",169,0.41,0,"46,356,334",0.00,0.61,Low Risk,102,Monday
Odisha,05-05-2020,170,1,60,7,"44,663",170,0.38,0,"46,356,334",0.00,0.59,Low Risk,109,Tuesday
Odisha,06-05-2020,175,1,60,5,"47,454",185,0.39,0,"46,356,334",0.00,0.57,Low Risk,114,Wednesday
Odisha,07-05-2020,185,2,61,10,"50,514",209,0.41,0,"46,356,334",0.00,1.08,Low Risk,122,Thursday
Odisha,08-05-2020,219,2,62,34,"52,974",271,0.51,0,"46,356,334",0.00,0.91,Low Risk,155,Friday
Odisha,09-05-2020,271,2,63,52,"56,322",294,0.52,0,"46,356,334",0.00,0.74,Low Risk,206,Saturday
Odisha,10-05-2020,294,2,63,23,"59,780",362,0.61,0,"46,356,334",0.00,0.68,Low Risk,229,Sunday
Odisha,11-05-2020,377,3,68,83,"63,478",414,0.65,0,"46,356,334",0.00,0.80,Low Risk,306,Monday
